id,l0,l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,y
5532,2,5,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
5533,2,6,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
5534,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5535,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5536,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5537,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5538,1,5,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,0
5539,1,5,0,-1,-1,-1,-1,0,0,-1,2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
5540,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5541,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0
5542,2,5,3,0,0,0,0,0,2,0,4,0,0,0,0.0,0.0,0,0,0,0,1
5543,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5544,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5545,1,5,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
5546,2,5,2,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
5547,1,6,-2,-1,-1,-1,-1,-1,-2,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5548,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5549,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5550,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5551,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5552,1,5,0,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5553,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
5554,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
5555,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
5556,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5557,2,6,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5558,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5559,2,4,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,1
5560,2,6,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5561,2,4,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,0
5562,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5563,2,6,-1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5564,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5565,1,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5566,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5567,1,6,4,4,4,4,4,4,4,4,2,4,4,4,0.0,0.0,4,4,4,4,0
5568,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5569,2,6,-2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5570,1,5,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,0
5571,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1
5572,1,5,0,0,0,0,0,0,-2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5573,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5574,2,4,0,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
5575,1,5,0,-1,-1,-1,-1,-2,-2,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5576,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,1
5577,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5578,1,6,0,0,0,0,0,-1,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5579,2,5,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
5580,2,6,2,2,2,2,2,2,0,2,2,2,2,2,0.0,0.0,2,2,2,2,1
5581,2,6,-1,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
5582,2,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
5583,2,6,0,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
5584,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5585,2,5,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
5586,1,6,2,0,0,0,0,-2,-2,0,1,0,0,0,0.0,0.0,0,0,0,0,0
5587,2,6,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5588,2,5,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5589,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5590,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5591,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5592,2,6,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,0
5593,2,4,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,0
5594,2,6,0,0,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0,0,0,0,1
5595,2,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5596,1,4,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
5597,1,6,2,0,0,0,0,3,2,0,-1,0,0,0,0.0,0.0,0,0,0,0,1
5598,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
5599,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5600,2,6,-1,0,0,0,0,-1,-1,0,2,0,0,0,0.0,0.0,0,0,0,0,0
5601,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5602,1,6,0,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5603,1,5,4,2,2,2,2,0,0,2,1,2,2,2,0.0,0.0,2,2,2,2,0
5604,2,5,-1,-2,-2,-2,-2,-1,-1,-2,-1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5605,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5606,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
5607,2,4,2,2,2,2,2,3,2,2,1,2,2,2,0.0,0.0,2,2,2,2,1
5608,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5609,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5610,1,4,0,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
5611,2,6,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5612,1,5,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0
5613,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
5614,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5615,1,5,0,2,2,2,2,2,2,2,0,2,2,2,0.0,0.0,2,2,2,2,1
5616,2,6,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5617,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
5618,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5619,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5620,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5621,1,5,0,2,2,2,2,0,0,2,0,2,2,2,0.0,0.0,2,2,2,2,0
5622,2,5,-2,-2,-2,-2,-2,-1,-1,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5623,1,6,0,0,0,0,0,2,2,0,2,0,0,0,0.0,0.0,0,0,0,0,1
5624,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5625,2,5,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
5626,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5627,1,4,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5628,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5629,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
5630,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5631,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5632,2,5,0,0,0,0,0,-1,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5633,2,5,0,0,0,0,0,0,-2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5634,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5635,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5636,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
5637,2,6,2,3,3,3,3,3,3,3,3,3,3,3,0.0,0.0,3,3,3,3,1
5638,2,6,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5639,1,6,2,2,2,2,2,-1,-1,2,-1,2,2,2,0.0,0.0,2,2,2,2,0
5640,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5641,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5642,2,6,2,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0,0,0,0,1
5643,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5644,2,5,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5645,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5646,2,6,2,0,0,0,0,0,2,0,1,0,0,0,0.0,0.0,0,0,0,0,1
5647,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5648,2,5,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5649,2,5,0,2,2,2,2,0,0,2,0,2,2,2,0.0,0.0,2,2,2,2,0
5650,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5651,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5652,2,5,-1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1
5653,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0
5654,2,4,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5655,1,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5656,1,6,0,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5657,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
5658,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5659,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5660,2,5,2,0,0,0,0,0,-2,0,2,0,0,0,0.0,0.0,0,0,0,0,1
5661,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5662,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5663,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5664,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0
5665,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5666,1,6,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5667,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5668,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5669,1,5,0,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5670,2,6,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,1
5671,2,6,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5672,2,2,-2,-1,-1,-1,-1,0,0,-1,-2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5673,2,4,0,0,0,0,0,-1,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5674,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5675,2,6,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5676,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5677,1,4,0,-1,-1,-1,-1,0,0,-1,2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
5678,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,1
5679,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5680,1,6,-1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5681,1,5,-1,0,0,0,0,2,2,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
5682,1,5,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,1
5683,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5684,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5685,1,5,2,2,2,2,2,0,0,2,1,2,2,2,0.0,0.0,2,2,2,2,0
5686,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
5687,1,6,2,2,2,2,2,0,0,2,3,2,2,2,0.0,0.0,2,2,2,2,1
5688,2,6,-2,-2,-2,-2,-2,-1,0,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5689,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5690,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5691,2,6,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5692,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
5693,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5694,1,6,-1,2,2,2,2,-1,0,2,-1,2,2,2,0.0,0.0,2,2,2,2,0
5695,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5696,2,5,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5697,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5698,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5699,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
5700,1,4,-1,2,2,2,2,-1,-1,2,-1,2,2,2,0.0,0.0,2,2,2,2,1
5701,2,6,-1,-2,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5702,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5703,1,6,3,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
5704,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
5705,2,6,0,-2,-2,-2,-2,-1,0,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5706,1,5,0,2,2,2,2,0,0,2,0,2,2,2,0.0,0.0,2,2,2,2,0
5707,1,5,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
5708,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5709,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5710,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5711,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5712,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5713,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5714,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5715,2,5,0,2,2,2,2,2,2,2,0,2,2,2,0.0,0.0,2,2,2,2,0
5716,2,4,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,1
5717,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5718,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5719,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5720,2,6,-1,0,0,0,0,0,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
5721,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
5722,2,4,2,2,2,2,2,2,2,2,3,2,2,2,0.0,0.0,2,2,2,2,1
5723,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5724,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5725,1,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
5726,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
5727,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5728,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
5729,1,6,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
5730,2,5,-1,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
5731,2,5,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
5732,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5733,2,6,-2,0,0,0,0,0,-1,0,-2,0,0,0,0.0,0.0,0,0,0,0,0
5734,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
5735,2,5,-2,-1,-1,-1,-1,0,0,-1,-2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5736,1,6,2,0,0,0,0,-1,-1,0,1,0,0,0,0.0,0.0,0,0,0,0,0
5737,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5738,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5739,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5740,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5741,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5742,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5743,2,5,0,-1,-1,-1,-1,-2,-2,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5744,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5745,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5746,2,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5747,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5748,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5749,2,6,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5750,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5751,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5752,2,5,0,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5753,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5754,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5755,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
5756,2,5,0,2,2,2,2,2,0,2,0,2,2,2,0.0,0.0,2,2,2,2,1
5757,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5758,2,3,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5759,2,5,0,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
5760,1,6,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5761,1,5,-1,-1,-1,-1,-1,-2,-1,-1,-2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5762,1,4,2,2,2,2,2,2,-2,2,2,2,2,2,0.0,0.0,2,2,2,2,1
5763,1,5,0,0,0,0,0,-1,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5764,1,5,0,0,0,0,0,-1,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
5765,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
5766,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5767,1,4,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,1
5768,1,6,0,-1,-1,-1,-1,-1,-2,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5769,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5770,2,6,0,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5771,2,5,0,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,1
5772,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5773,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5774,2,6,0,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
5775,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5776,1,6,-1,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
5777,2,6,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5778,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5779,2,5,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5780,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5781,1,6,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5782,2,4,0,-1,-1,-1,-1,-1,0,-1,2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
5783,1,6,0,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
5784,2,5,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
5785,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
5786,2,5,5,3,3,3,3,2,2,3,-1,3,3,3,0.0,0.0,3,3,3,3,1
5787,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
